news_id,TC_ENTERTAINMENT,TC_FOOD & DRINK,TC_HOME & LIVING,TC_OTHERS,TC_POLITICS,TC_QUEER VOICES,TC_SPORTS,TC_STYLE & BEAUTY,TC_TRAVEL,TC_WELLNESS
1079615362621210624,0,0,0,0,1,0,0,0,0,0
1082332832373112834,0,0,0,0,0,0,1,0,0,0
1080620675222654976,0,0,0,0,1,0,0,0,0,0
1082609517869842432,0,0,0,0,0,0,0,0,1,0
1081416794311667712,0,0,0,0,0,0,0,0,1,0
1084125277515640834,1,0,0,0,0,0,0,0,0,0
1081656340509020162,0,0,0,0,1,0,0,0,0,0
1081290708483563523,0,0,0,1,0,0,0,0,0,0
1082667033626587136,0,0,0,0,1,0,0,0,0,0
1083503429522255873,0,0,0,0,0,0,0,0,1,0
1080190910749642756,0,0,0,0,0,0,0,0,1,0
1081229392062435328,0,0,0,0,1,0,0,0,0,0
1082672965177663489,0,0,0,0,1,0,0,0,0,0
1081425702124224512,1,0,0,0,0,0,0,0,0,0
1084061107151650816,0,0,0,0,1,0,0,0,0,0
1083680838213140480,0,0,0,0,0,0,0,0,0,1
1078320125143666690,0,0,0,0,1,0,0,0,0,0
1082381616692019200,0,0,0,0,1,0,0,0,0,0
1080451404647550976,0,0,0,0,1,0,0,0,0,0
1084119338926424064,0,0,0,0,1,0,0,0,0,0
1081024814389719047,0,0,0,0,1,0,0,0,0,0
1080161759426760704,0,0,0,0,1,0,0,0,0,0
1080769546397646848,0,0,0,0,1,0,0,0,0,0
1084002270893801472,0,0,0,0,1,0,0,0,0,0
1080211473643851777,0,0,0,0,1,0,0,0,0,0
1081659346403106816,0,0,0,0,1,0,0,0,0,0
1082632978545676288,0,0,0,0,1,0,0,0,0,0
1083113963930505223,0,0,0,0,1,0,0,0,0,0
1082651028284153860,0,0,0,0,0,0,0,0,1,0
1082313620686553088,0,0,0,0,1,0,0,0,0,0
1084079688899837952,0,0,0,0,1,0,0,0,0,0
1078635698494865408,0,0,0,0,1,0,0,0,0,0
1079261122316984320,0,0,0,0,1,0,0,0,0,0
1084381663411474433,0,0,0,0,1,0,0,0,0,0
1078419259779416064,0,0,0,0,1,0,0,0,0,0
1080704831029997568,0,0,0,0,1,0,0,0,0,0
1081587430954881026,0,0,0,0,1,0,0,0,0,0
1081371143502786560,1,0,0,0,0,0,0,0,0,0
1078615007527612416,1,0,0,0,0,0,0,0,0,0
1084177876562427904,1,0,0,0,0,0,0,0,0,0
1084197686298009600,1,0,0,0,0,0,0,0,0,0
1084113502317543426,0,0,0,1,0,0,0,0,0,0
1079873428218351617,0,0,0,0,1,0,0,0,0,0
1082491835090698241,0,0,0,0,1,0,0,0,0,0
1083191966479933440,0,0,0,0,1,0,0,0,0,0
1083136751621885952,0,0,0,0,1,0,0,0,0,0
1081300513063350272,0,0,0,0,1,0,0,0,0,0
1082371212473520132,0,0,0,0,1,0,0,0,0,0
1083122019632381952,0,0,0,0,0,0,1,0,0,0
1078990488718503941,0,0,0,1,0,0,0,0,0,0
1079923429799849984,0,0,0,0,1,0,0,0,0,0
1079920407170420736,0,0,0,0,1,0,0,0,0,0
1079141345648955392,1,0,0,0,0,0,0,0,0,0
1079392573385592833,0,0,0,0,1,0,0,0,0,0
1080016454068719616,0,0,0,0,0,0,0,0,1,0
1078318695733174272,0,0,0,0,1,0,0,0,0,0
1081430456451641344,0,0,0,0,0,0,0,0,1,0
1079177680254369792,0,0,0,0,0,0,0,0,0,1
1080626163465289729,1,0,0,0,0,0,0,0,0,0
1078773015154954241,1,0,0,0,0,0,0,0,0,0
1078887101125615617,0,0,0,1,0,0,0,0,0,0
1079460107996577793,0,0,0,0,1,0,0,0,0,0
1082798592178425857,0,0,0,0,1,0,0,0,0,0
1080949942708064256,0,0,0,0,1,0,0,0,0,0
1084465052281753600,0,0,0,0,1,0,0,0,0,0
1082826376544104448,0,0,0,0,1,0,0,0,0,0
1082280451681718272,0,0,0,0,1,0,0,0,0,0
1081529599241187328,0,0,0,0,0,0,0,0,0,1
1081277886105976832,0,0,0,0,1,0,0,0,0,0
1080003428338843648,1,0,0,0,0,0,0,0,0,0
1080405978028404737,0,0,0,0,0,0,1,0,0,0
1080561820824489984,1,0,0,0,0,0,0,0,0,0
1079857857204494338,0,0,0,0,1,0,0,0,0,0
1080575740519858178,0,0,0,0,1,0,0,0,0,0
1081832461397606402,0,0,0,0,1,0,0,0,0,0
1079079911539818496,0,0,0,0,1,0,0,0,0,0
1083753338229936133,0,0,0,0,1,0,0,0,0,0
1081087955119325184,0,0,1,0,0,0,0,0,0,0
1079209274243461121,0,0,0,1,0,0,0,0,0,0
1080397354023436288,0,0,0,0,1,0,0,0,0,0
1078649162940461056,0,0,0,0,0,0,0,0,0,1
1080418569190559745,0,0,0,0,1,0,0,0,0,0
1078583222940979201,0,0,0,0,0,0,1,0,0,0
1084492843455049729,0,0,0,1,0,0,0,0,0,0
1080954403543281665,1,0,0,0,0,0,0,0,0,0
1082956408457515008,0,0,0,0,1,0,0,0,0,0
1082520021128097792,0,0,0,0,1,0,0,0,0,0
1083987896321929216,0,0,0,0,1,0,0,0,0,0
1083815921142153217,0,0,0,0,1,0,0,0,0,0
1080720679287377920,0,0,0,0,1,0,0,0,0,0
1080021005580623872,1,0,0,0,0,0,0,0,0,0
1084449125977022465,0,0,0,0,0,0,0,0,1,0
1082883839591096320,0,0,0,0,1,0,0,0,0,0
1080205980674211841,1,0,0,0,0,0,0,0,0,0
1080391882264457216,0,0,0,0,0,0,1,0,0,0
1084560784787689472,0,0,0,0,1,0,0,0,0,0
1080549621477322752,0,0,0,1,0,0,0,0,0,0
1083822189944733698,0,0,0,0,0,0,0,1,0,0
1080779071943000069,0,0,0,0,1,0,0,0,0,0
1082623973614120962,0,0,0,0,1,0,0,0,0,0
1080055456339505152,1,0,0,0,0,0,0,0,0,0
1080544504569085952,0,1,0,0,0,0,0,0,0,0
1082275365312188416,0,0,0,0,0,0,0,0,0,1
1084249770833657858,0,0,0,0,1,0,0,0,0,0
1078639457295839233,0,0,0,0,1,0,0,0,0,0
1083017720059305984,0,0,0,0,1,0,0,0,0,0
1078486380769087488,0,0,0,0,1,0,0,0,0,0
1083863909390565377,1,0,0,0,0,0,0,0,0,0
1084317837446074368,0,0,0,0,1,0,0,0,0,0
1082600382998679552,0,0,0,0,1,0,0,0,0,0
1081471027912286208,0,0,0,0,1,0,0,0,0,0
1083834585106964480,0,0,0,0,1,0,0,0,0,0
1082306723124334592,0,0,0,0,0,0,1,0,0,0
1078633428948533248,0,0,0,1,0,0,0,0,0,0
1081646817656352768,0,0,0,0,1,0,0,0,0,0
1078687663274815488,1,0,0,0,0,0,0,0,0,0
1081159832911134720,0,0,0,0,0,0,0,0,0,1
1081189119638863873,0,0,0,0,1,0,0,0,0,0
1080429410459750401,1,0,0,0,0,0,0,0,0,0
1083829406861266948,0,0,0,0,0,0,0,0,1,0
1082665774467166208,0,0,0,0,1,0,0,0,0,0
1078545094033244160,0,0,0,0,0,0,1,0,0,0
1083125289151016962,1,0,0,0,0,0,0,0,0,0
1078411210016636929,0,0,0,0,0,0,0,0,0,1
1080831530405163009,0,0,0,0,1,0,0,0,0,0
1084081817593016320,0,0,0,1,0,0,0,0,0,0
1080112385598337025,0,0,0,0,1,0,0,0,0,0
1080577699918209024,0,0,0,0,1,0,0,0,0,0
1080907213168766977,1,0,0,0,0,0,0,0,0,0
1084410565836136448,1,0,0,0,0,0,0,0,0,0
1082326732303147010,1,0,0,0,0,0,0,0,0,0
1080792250857283586,1,0,0,0,0,0,0,0,0,0
1081003243793235968,0,0,0,0,0,0,1,0,0,0
1081083484679143424,0,0,0,0,1,0,0,0,0,0
1080153765733388289,0,0,0,0,1,0,0,0,0,0
1083175109177810944,0,0,0,0,1,0,0,0,0,0
1079922170594279424,0,0,0,0,0,0,0,0,0,1
1083105005148819457,0,0,0,0,1,0,0,0,0,0
1080962284481073158,0,0,0,0,1,0,0,0,0,0
1080684183285104641,0,0,0,0,0,1,0,0,0,0
1080586716828835842,0,0,0,0,1,0,0,0,0,0
1079691025076158464,0,0,0,0,1,0,0,0,0,0
1083513339584618496,0,0,0,0,1,0,0,0,0,0
1080553852422766594,0,0,0,0,0,0,0,0,1,0
1079421416502689793,0,0,0,0,1,0,0,0,0,0
1082623169029173248,0,0,0,0,1,0,0,0,0,0
1081038527356391424,0,0,0,0,1,0,0,0,0,0
1081538935120187394,0,0,0,0,0,0,0,0,1,0
1079499680302723073,0,0,0,0,0,0,0,0,0,1
1082416664703062018,0,0,0,0,0,0,0,0,1,0
1082502435766222848,0,0,0,0,1,0,0,0,0,0
1082566715228254209,0,0,0,0,1,0,0,0,0,0
1080379092577513473,0,0,0,0,1,0,0,0,0,0
1078352798377525249,1,0,0,0,0,0,0,0,0,0
1078644293001248769,0,0,0,0,1,0,0,0,0,0
1081045557068607489,0,0,0,0,1,0,0,0,0,0
1083922527099998208,0,0,0,0,1,0,0,0,0,0
1080895947192713216,0,0,0,0,1,0,0,0,0,0
1080121539385798656,0,0,0,0,1,0,0,0,0,0
1082914940783132673,0,0,0,0,1,0,0,0,0,0
1081318769308381184,0,0,0,0,1,0,0,0,0,0
1083484975868067841,0,0,0,0,0,0,0,0,1,0
1083926873602691072,0,0,0,0,0,0,0,0,1,0
1082371162536140803,0,0,0,0,1,0,0,0,0,0
1081796524143792128,0,0,0,0,1,0,0,0,0,0
1080459714901798913,0,0,0,0,0,0,0,0,1,0
1084222596038705153,0,0,0,0,0,0,0,0,1,0
1079279177310846977,0,0,0,1,0,0,0,0,0,0
1081750561475780608,1,0,0,0,0,0,0,0,0,0
1080712379695054849,1,0,0,0,0,0,0,0,0,0
1079445032673914880,0,0,0,0,1,0,0,0,0,0
1080042344693616645,0,0,0,1,0,0,0,0,0,0
1083098712912613377,0,0,0,0,0,0,0,0,0,1
1081623061563170816,0,0,0,0,1,0,0,0,0,0
1080038184287899648,0,0,0,0,1,0,0,0,0,0
1081227948978593792,0,0,0,0,1,0,0,0,0,0
1084497233620492288,0,0,0,0,1,0,0,0,0,0
1080750925583548416,0,0,0,0,1,0,0,0,0,0
1080557101779431431,0,0,0,0,0,1,0,0,0,0
1078331655927013376,0,0,0,0,0,0,0,0,1,0
1078711221665312768,0,0,0,0,1,0,0,0,0,0
1079851958163386369,0,0,1,0,0,0,0,0,0,0
1079199869821206528,0,0,0,0,0,0,1,0,0,0
1083889517713674242,0,0,0,0,1,0,0,0,0,0
1080810024409202688,0,0,0,0,1,0,0,0,0,0
1083998087738200064,1,0,0,0,0,0,0,0,0,0
1079953885542912001,0,0,0,0,1,0,0,0,0,0
1079238255046995968,0,0,0,0,1,0,0,0,0,0
1083826459435663361,0,0,0,0,1,0,0,0,0,0
1080285684907290624,0,0,0,1,0,0,0,0,0,0
1079921061993549824,0,0,0,0,1,0,0,0,0,0
1079749729846587392,0,0,1,0,0,0,0,0,0,0
1078428947417911296,1,0,0,0,0,0,0,0,0,0
1084400526903644162,0,0,0,1,0,0,0,0,0,0
1080665301358968837,0,0,0,0,1,0,0,0,0,0
1079014208824578048,0,0,0,0,1,0,0,0,0,0
1080944318922326017,0,0,0,0,1,0,0,0,0,0
1079920917634076674,0,0,0,0,1,0,0,0,0,0
1084358318863331328,0,0,0,0,1,0,0,0,0,0
1082920250860101632,1,0,0,0,0,0,0,0,0,0
1082276068353032192,0,0,0,0,1,0,0,0,0,0
1080895037456740352,0,0,0,0,1,0,0,0,0,0
1081257238679949312,0,0,0,0,1,0,0,0,0,0
1082989882870517760,0,0,0,0,1,0,0,0,0,0
1079473682504912901,0,0,0,0,1,0,0,0,0,0
1080933861939388416,0,0,0,0,0,0,0,0,1,0
1080831144923488257,0,0,0,0,0,1,0,0,0,0
1079116328231993344,0,0,0,0,0,0,0,1,0,0
1079884960914423808,0,0,0,0,0,0,0,0,1,0
1079412674654625792,0,0,0,0,1,0,0,0,0,0
1083910211579142145,0,0,0,0,0,0,0,0,0,1
1078449979117707264,0,0,0,0,0,0,0,0,1,0
1081149519901978624,1,0,0,0,0,0,0,0,0,0
1083814817352347648,0,0,0,0,1,0,0,0,0,0
1082361601649446914,0,0,0,0,1,0,0,0,0,0
1079319645042196480,0,0,0,0,1,0,0,0,0,0
1084138979392397312,0,0,0,0,1,0,0,0,0,0
1081489090963476485,0,0,0,1,0,0,0,0,0,0
1083445337195311104,0,0,0,0,1,0,0,0,0,0
1080492519941722113,0,0,0,0,1,0,0,0,0,0
1082466441004306433,1,0,0,0,0,0,0,0,0,0
1079729994992099329,0,0,0,0,1,0,0,0,0,0
1079797149989289985,0,0,0,0,1,0,0,0,0,0
1081573217892999168,0,0,0,0,1,0,0,0,0,0
1081560015608135681,1,0,0,0,0,0,0,0,0,0
1080997592186654721,0,0,0,0,0,1,0,0,0,0
1082618196761497600,0,0,0,0,0,0,0,0,1,0
1078312845958365190,0,0,0,0,1,0,0,0,0,0
1079529059447648256,0,0,0,0,1,0,0,0,0,0
1080130970878119937,1,0,0,0,0,0,0,0,0,0
1083756883230351362,0,0,1,0,0,0,0,0,0,0
1080595363147538433,0,0,0,0,0,1,0,0,0,0
1083782487170605059,0,0,0,0,0,0,0,1,0,0
1078695194575421441,1,0,0,0,0,0,0,0,0,0
1080362777825423360,1,0,0,0,0,0,0,0,0,0
1083921973825232897,0,0,0,0,1,0,0,0,0,0
1078764444178661376,0,0,0,0,0,0,1,0,0,0
1081706909420437504,0,0,0,0,0,1,0,0,0,0
1080478505727680512,0,0,0,1,0,0,0,0,0,0
1081058437625233408,0,0,0,0,1,0,0,0,0,0
1081243335761776641,1,0,0,0,0,0,0,0,0,0
1080229986068508672,0,0,0,0,1,0,0,0,0,0
1080987058980773888,0,0,0,0,1,0,0,0,0,0
1079900616359596032,1,0,0,0,0,0,0,0,0,0
1083404440206540800,0,0,0,0,1,0,0,0,0,0
1080087505284804608,0,0,0,0,0,1,0,0,0,0
1084172674283302912,0,0,0,0,1,0,0,0,0,0
1080746741916422144,0,0,0,0,1,0,0,0,0,0
1081641680346992640,0,0,0,0,1,0,0,0,0,0
1080312192212389889,0,0,0,0,1,0,0,0,0,0
1082814485549727744,0,0,0,0,1,0,0,0,0,0
1082260299527479296,0,0,0,0,0,0,0,0,1,0
1082285901391237121,0,0,0,0,1,0,0,0,0,0
1084147630962327552,0,0,0,0,1,0,0,0,0,0
1078468286151577600,0,0,0,0,1,0,0,0,0,0
1080875315558256640,0,0,0,0,1,0,0,0,0,0
1078574039369699328,0,0,0,0,1,0,0,0,0,0
1084143091123134470,0,0,0,0,1,0,0,0,0,0
1083183922891108352,0,0,0,0,1,0,0,0,0,0
1079923432035356673,0,0,0,0,1,0,0,0,0,0
1079601924671004673,0,0,0,0,0,0,0,0,0,1
1084201848276508672,0,0,0,0,1,0,0,0,0,0
1082515936064749568,0,0,0,0,1,0,0,0,0,0
1084105052070002689,0,0,0,0,1,0,0,0,0,0
1082910064229445632,0,0,0,0,1,0,0,0,0,0
1083495657929756672,0,0,0,0,1,0,0,0,0,0
1082839570566311936,0,0,0,0,1,0,0,0,0,0
1079361045913919488,0,0,0,0,1,0,0,0,0,0
1084570897715990528,0,0,0,0,1,0,0,0,0,0
1083845569343193088,0,0,0,0,1,0,0,0,0,0
1078826446129369088,0,0,0,0,1,0,0,0,0,0
1083783818958512133,0,0,0,0,1,0,0,0,0,0
1080910433999974401,0,0,0,0,1,0,0,0,0,0
1080462049203945473,0,0,0,0,1,0,0,0,0,0
1081550604797964289,0,0,0,0,1,0,0,0,0,0
1080675893419429888,0,0,0,0,0,0,0,0,1,0
1081042802845339649,0,0,0,0,1,0,0,0,0,0
1080671766475870209,0,0,0,0,1,0,0,0,0,0
1080443486556573696,0,0,0,0,1,0,0,0,0,0
1084457049046437889,0,0,0,1,0,0,0,0,0,0
1082905146642845697,0,0,0,0,1,0,0,0,0,0
1083956876050616320,0,0,0,0,0,0,0,1,0,0
1079430481542893568,0,0,0,0,0,0,1,0,0,0
1079843176087605248,0,0,0,0,1,0,0,0,0,0
1083686733672312832,0,0,0,0,1,0,0,0,0,0
1080801299514515457,1,0,0,0,0,0,0,0,0,0
1078761768816660482,0,0,1,0,0,0,0,0,0,0
1079664820323078144,0,0,0,0,1,0,0,0,0,0
1084470907450597376,0,0,0,0,1,0,0,0,0,0
1079397117855186944,0,0,0,0,1,0,0,0,0,0
1083907419409924096,0,0,0,0,1,0,0,0,0,0
1078497794544058368,0,0,0,0,1,0,0,0,0,0
1084519429583572992,0,0,0,0,0,0,0,0,0,1
1081057234417799168,0,0,0,0,1,0,0,0,0,0
1081581591481196544,0,0,0,0,0,0,0,0,0,1
1083747509296644097,0,0,0,0,0,0,0,0,1,0
1082949281173118976,0,0,0,1,0,0,0,0,0,0
1081136673507983361,0,0,0,0,1,0,0,0,0,0
1078821922169851905,0,0,0,0,1,0,0,0,0,0
1084160272309342208,0,0,0,0,0,0,0,0,0,1
1079658461150040066,0,0,0,0,1,0,0,0,0,0
1082498318473850881,0,0,0,0,0,0,1,0,0,0
1082427203940421632,1,0,0,0,0,0,0,0,0,0
1084405567668539395,1,0,0,0,0,0,0,0,0,0
1081070158788087808,0,0,0,0,0,0,1,0,0,0
1082440716696064001,0,0,0,0,1,0,0,0,0,0
1083480109439426564,0,0,0,0,0,0,1,0,0,0
1080919027478781952,1,0,0,0,0,0,0,0,0,0
1081226054268792833,0,0,0,0,1,0,0,0,0,0
1084016898948374528,1,0,0,0,0,0,0,0,0,0
1078910508441452544,0,0,0,0,1,0,0,0,0,0
1082994943663185922,0,0,0,0,0,0,0,1,0,0
1081314535187730433,1,0,0,0,0,0,0,0,0,0
1080116888938659840,1,0,0,0,0,0,0,0,0,0
1079697658984497155,0,0,0,0,1,0,0,0,0,0
1083911967486693377,0,0,0,0,1,0,0,0,0,0
1078295292854849536,0,0,0,0,1,0,0,0,0,0
1083027707527643137,1,0,0,0,0,0,0,0,0,0
1081375496435306496,0,0,0,0,1,0,0,0,0,0
1080108071228186626,0,0,0,0,1,0,0,0,0,0
1081698014333452288,0,0,0,1,0,0,0,0,0,0
1084415582588620800,0,0,0,1,0,0,0,0,0,0
1079922174847275008,1,0,0,0,0,0,0,0,0,0
1080565486503583746,0,0,0,0,1,0,0,0,0,0
1079890458388717570,1,0,0,0,0,0,0,0,0,0
1079514734259523589,0,0,0,1,0,0,0,0,0,0
1080919494074216448,1,0,0,0,0,0,0,0,0,0
1081297841627238403,1,0,0,0,0,0,0,0,0,0
1080924785905872897,0,0,0,0,1,0,0,0,0,0
1078994819366768640,0,0,0,0,1,0,0,0,0,0
1079597193890357248,0,0,0,0,1,0,0,0,0,0
1084510568965423104,0,0,0,0,1,0,0,0,0,0
1079378525017104384,0,0,0,0,1,0,0,0,0,0
1083910222001917952,0,0,0,0,1,0,0,0,0,0
1084091357852024838,0,0,0,0,1,0,0,0,0,0
1082764064198017024,0,0,0,0,1,0,0,0,0,0
1083161002424840192,1,0,0,0,0,0,0,0,0,0
1083031947679617024,0,0,0,0,1,0,0,0,0,0
1079544557858099202,0,0,0,0,0,0,0,0,0,1
1082677108013436930,0,0,0,0,1,0,0,0,0,0
1082869089171918848,0,0,0,0,1,0,0,0,0,0
1083734133652770817,0,0,0,0,0,0,0,0,1,0
1079983797662351361,0,0,0,0,1,0,0,0,0,0
1078343688449867778,0,0,0,0,0,0,0,0,1,0
1083436336164548608,0,0,0,0,0,0,0,0,0,1
1080970008614879232,0,0,0,0,0,0,1,0,0,0
1084609830801866752,0,0,0,0,1,0,0,0,0,0
1081272913108582400,0,0,0,0,0,0,1,0,0,0
1084571816960708608,0,0,0,1,0,0,0,0,0,0
1083495209621704704,0,0,0,0,1,0,0,0,0,0
1082445626019930112,0,0,0,0,1,0,0,0,0,0
1081184886214545408,0,0,0,0,0,0,0,0,1,0
1078924376135880704,0,0,0,0,1,0,0,0,0,0
1080447898272305152,0,0,0,0,0,0,0,0,1,0
1079494684987326464,0,0,0,1,0,0,0,0,0,0
1082931073863028737,1,0,0,0,0,0,0,0,0,0
1078644762121588737,0,0,0,0,1,0,0,0,0,0
1083493910717042689,0,0,0,0,1,0,0,0,0,0
1083787558184579073,0,0,0,0,0,0,1,0,0,0
1083903160274571264,0,0,0,1,0,0,0,0,0,0
1080200621465186305,0,0,0,0,1,0,0,0,0,0
1082992900194136064,1,0,0,0,0,0,0,0,0,0
1082953339170631681,0,0,0,0,1,0,0,0,0,0
1080180100216381441,0,0,0,0,0,0,0,0,1,0
1082541880578052097,0,0,0,0,0,0,1,0,0,0
1084475380059291649,0,0,0,0,0,0,0,0,1,0
1083659475117133824,0,0,0,0,1,0,0,0,0,0
1079087094696460288,0,0,0,0,1,0,0,0,0,0
1079736923059638273,0,0,0,0,1,0,0,0,0,0
1081014634986045440,1,0,0,0,0,0,0,0,0,0
1082789599066361856,0,0,0,0,0,0,0,0,0,1
1081010601684553728,0,0,0,0,1,0,0,0,0,0
1080392793779068928,0,0,0,0,0,0,0,1,0,0
1081326930731896833,1,0,0,0,0,0,0,0,0,0
1078780151750643716,0,0,0,0,1,0,0,0,0,0
1082299326368501760,0,0,0,0,1,0,0,0,0,0
1079998171932184579,0,0,0,0,1,0,0,0,0,0
1082252175974121472,0,0,0,0,1,0,0,0,0,0
1083761858840936448,0,0,0,0,0,0,1,0,0,0
1078718236802338816,0,0,0,0,1,0,0,0,0,0
1081197270144569349,0,0,0,0,1,0,0,0,0,0
1080294619856941058,0,0,0,0,1,0,0,0,0,0
1079879146669522944,0,0,0,0,1,0,0,0,0,0
1079781044482727937,0,0,0,0,1,0,0,0,0,0
1081180215534149632,0,0,0,0,0,0,0,0,1,0
1078742509352902656,0,0,0,0,0,0,0,1,0,0
1078401492812472321,0,0,0,0,1,0,0,0,0,0
1080569957212188672,0,0,0,0,1,0,0,0,0,0
1081673616775876614,1,0,0,0,0,0,0,0,0,0
1078774369265045504,1,0,0,0,0,0,0,0,0,0
1084086368614182912,0,0,0,0,1,0,0,0,0,0
1082315688839122944,0,0,0,0,0,0,0,0,1,0
1081484794129801217,0,0,0,0,0,0,0,0,1,0
1081275884999458816,0,0,0,0,1,0,0,0,0,0
1083819280741945346,0,0,0,0,1,0,0,0,0,0
1079554308876718080,0,0,0,0,0,0,0,0,1,0
1081546436611895296,1,0,0,0,0,0,0,0,0,0
1078510612957876224,0,0,0,0,1,0,0,0,0,0
1082925417869266945,1,0,0,0,0,0,0,0,0,0
1082322262865383425,0,0,0,0,1,0,0,0,0,0
1078635697937047555,0,0,0,0,1,0,0,0,0,0
1079858825174372352,0,0,0,0,1,0,0,0,0,0
1084129394124341248,0,0,0,0,1,0,0,0,0,0
1081286082224889856,0,0,0,0,1,0,0,0,0,0
1079265313013882881,0,0,0,0,1,0,0,0,0,0
1083676602196807680,1,0,0,0,0,0,0,0,0,0
1078714049456689152,0,0,0,1,0,0,0,0,0,0
1083852120917368833,0,0,0,0,1,0,0,0,0,0
1082990138161065984,0,0,0,0,1,0,0,0,0,0
1083000647266566144,1,0,0,0,0,0,0,0,0,0
1080724572528394240,0,0,0,0,1,0,0,0,0,0
1078779897873608704,0,0,0,0,1,0,0,0,0,0
1082769680237031429,0,0,0,1,0,0,0,0,0,0
1080742153461121024,0,0,0,0,0,0,0,0,1,0
1082537452059926528,0,0,0,0,1,0,0,0,0,0
1078495784730013697,0,0,0,0,0,0,0,0,1,0
1080892752865488897,0,0,0,0,1,0,0,0,0,0
1084532486808502274,1,0,0,0,0,0,0,0,0,0
1080582457576046594,0,0,0,0,1,0,0,0,0,0
1082617941387083776,0,0,0,0,0,0,1,0,0,0
1081200692382126081,1,0,0,0,0,0,0,0,0,0
1083091165707149312,0,0,0,0,1,0,0,0,0,0
1083435513162260480,0,0,0,0,1,0,0,0,0,0
1084075349258964992,0,0,0,0,1,0,0,0,0,0
1080139601040297985,0,0,0,0,1,0,0,0,0,0
1082810708801323008,0,0,0,0,1,0,0,0,0,0
